Required fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,RF,,,,,,
,,,CHANNEL,D1600,,,CHANNEL,D1800,,,WORD,D2000,,,WORD,H60,,,WORD,H70,,,CHANNEL,W60,,,CHANNEL,W70,,,BOOL,T70,,,,
,,,CHANNEL,D1601,,,CHANNEL,D1801,,,WORD,D2001,,,BOOL,H60.00,,,BOOL,H70.00,,,BOOL,W60.00,,,BOOL,W70.00,,,BOOL,T71,,,,
,,,CHANNEL,D1602,,,CHANNEL,D1802,,,WORD,D2002,,,BOOL,H60.01,,,BOOL,H70.01,,,BOOL,W60.01,,,BOOL,W70.01,,,BOOL,T72,,,,
,,,CHANNEL,D1603,,,CHANNEL,D1803,,,WORD,D2003,,,BOOL,H60.02,,,BOOL,H70.02,,,BOOL,W60.02,,,BOOL,W70.02,,,BOOL,T73,,,,
,,,CHANNEL,D1604,,,CHANNEL,D1804,,,WORD,D2004,,,BOOL,H60.03,,,BOOL,H70.03,,,BOOL,W60.03,,,BOOL,W70.03,,,BOOL,T74,,,,
,,,CHANNEL,D1605,,,CHANNEL,D1805,,,WORD,D2005,,,BOOL,H60.04,,,BOOL,H70.04,,,BOOL,W60.04,,,BOOL,W70.04,,,BOOL,T75,,,,
,,,CHANNEL,D1606,,,CHANNEL,D1806,,,WORD,D2006,,,BOOL,H60.05,,,BOOL,H70.05,,,BOOL,W60.05,,,BOOL,W70.05,,,BOOL,T76,,,,
,,,CHANNEL,D1607,,,CHANNEL,D1807,,,WORD,D2007,,,BOOL,H60.06,,,BOOL,H70.06,,,BOOL,W60.06,,,BOOL,W70.06,,,BOOL,T77,,,,
,,,CHANNEL,D1608,,,CHANNEL,D1808,,,WORD,D2008,,,BOOL,H60.07,,,BOOL,H70.07,,,BOOL,W60.07,,,BOOL,W70.07,,,BOOL,T78,,,,
,,,CHANNEL,D1609,,,CHANNEL,D1809,,,WORD,D2009,,,BOOL,H60.08,,,BOOL,H70.08,,,BOOL,W60.08,,,BOOL,W70.08,,,BOOL,T79,,,,
,,,CHANNEL,D1610,,,CHANNEL,D1810,,,WORD,D2010,,,BOOL,H60.09,,,BOOL,H70.09,,,BOOL,W60.09,,,BOOL,W70.09,,,BOOL,T80,,,,
,,,CHANNEL,D1611,,,CHANNEL,D1811,,,WORD,D2011,,,BOOL,H60.10,,,BOOL,H70.10,,,BOOL,W60.10,,,BOOL,W70.10,,,BOOL,T81,,,,
,,,CHANNEL,D1612,,,CHANNEL,D1812,,,WORD,D2012,,,BOOL,H60.11,,,BOOL,H70.11,,,BOOL,W60.11,,,BOOL,W70.11,,,BOOL,T82,,,,
,,,CHANNEL,D1613,,,CHANNEL,D1813,,,WORD,D2013,,,BOOL,H60.12,,,BOOL,H70.12,,,BOOL,W60.12,,,BOOL,W70.12,,,BOOL,T83,,,,
,,,CHANNEL,D1614,,,CHANNEL,D1814,,,WORD,D2014,,,BOOL,H60.13,,,BOOL,H70.13,,,BOOL,W60.13,,,BOOL,W70.13,,,BOOL,T84,,,,
,,,CHANNEL,D1615,,,CHANNEL,D1815,,,WORD,D2015,,,BOOL,H60.14,,,BOOL,H70.14,,,BOOL,W60.14,,,BOOL,W70.14,,,BOOL,T85,,,,
,,,CHANNEL,D1616,,,CHANNEL,D1816,,,WORD,D2016,,,BOOL,H60.15,,,BOOL,H70.15,,,BOOL,W60.15,,,BOOL,W70.15,,,BOOL,T86,,,,
,,,CHANNEL,D1617,,,CHANNEL,D1817,,,WORD,D2017,,,WORD,H61,,,WORD,H71,,,CHANNEL,W61,,,CHANNEL,W71,,,BOOL,T87,,,,
,,,CHANNEL,D1618,,,CHANNEL,D1818,,,WORD,D2018,,,BOOL,H61.00,,,BOOL,H71.00,,,BOOL,W61.00,,,BOOL,W71.00,,,BOOL,T88,,,,
,,,CHANNEL,D1619,,,CHANNEL,D1819,,,WORD,D2019,,,BOOL,H61.01,,,BOOL,H71.01,,,BOOL,W61.01,,,BOOL,W71.01,,,BOOL,T89,,,,
,,,CHANNEL,D1620,,,CHANNEL,D1820,,,WORD,D2020,,,BOOL,H61.02,,,BOOL,H71.02,,,BOOL,W61.02,,,BOOL,W71.02,,,BOOL,T90,,,,
,,,CHANNEL,D1621,,,CHANNEL,D1821,,,WORD,D2021,,,BOOL,H61.03,,,BOOL,H71.03,,,BOOL,W61.03,,,BOOL,W71.03,,,BOOL,T91,,,,
,,,CHANNEL,D1622,,,CHANNEL,D1822,,,WORD,D2022,,,BOOL,H61.04,,,BOOL,H71.04,,,BOOL,W61.04,,,BOOL,W71.04,,,BOOL,T92,,,,
,,,CHANNEL,D1623,,,CHANNEL,D1823,,,WORD,D2023,,,BOOL,H61.05,,,BOOL,H71.05,,,BOOL,W61.05,,,BOOL,W71.05,,,BOOL,T93,,,,
,,,CHANNEL,D1624,,,CHANNEL,D1824,,,WORD,D2024,,,BOOL,H61.06,,,BOOL,H71.06,,,BOOL,W61.06,,,BOOL,W71.06,,,BOOL,T94,,,,
,,,CHANNEL,D1625,,,CHANNEL,D1825,,,WORD,D2025,,,BOOL,H61.07,,,BOOL,H71.07,,,BOOL,W61.07,,,BOOL,W71.07,,,BOOL,T95,,,,
,,,CHANNEL,D1626,,,CHANNEL,D1826,,,WORD,D2026,,,BOOL,H61.08,,,BOOL,H71.08,,,BOOL,W61.08,,,BOOL,W71.08,,,BOOL,T96,,,,
,,,CHANNEL,D1627,,,CHANNEL,D1827,,,WORD,D2027,,,BOOL,H61.09,,,BOOL,H71.09,,,BOOL,W61.09,,,BOOL,W71.09,,,BOOL,T97,,,,
,,,CHANNEL,D1628,,,CHANNEL,D1828,,,WORD,D2028,,,BOOL,H61.10,,,BOOL,H71.10,,,BOOL,W61.10,,,BOOL,W71.10,,,BOOL,T98,,,,
,,,CHANNEL,D1629,,,CHANNEL,D1829,,,WORD,D2029,,,BOOL,H61.11,,,BOOL,H71.11,,,BOOL,W61.11,,,BOOL,W71.11,,,BOOL,T99,,,,
,,,CHANNEL,D1630,,,CHANNEL,D1830,,,WORD,D2030,,,BOOL,H61.12,,,BOOL,H71.12,,,BOOL,W61.12,,,BOOL,W71.12,,,BOOL,T100,,,,
,,,CHANNEL,D1631,,,CHANNEL,D1831,,,WORD,D2031,,,BOOL,H61.13,,,BOOL,H71.13,,,BOOL,W61.13,,,BOOL,W71.13,,,BOOL,T101,,,,
,,,CHANNEL,D1632,,,CHANNEL,D1832,,,WORD,D2032,,,BOOL,H61.14,,,BOOL,H71.14,,,BOOL,W61.14,,,BOOL,W71.14,,,BOOL,T102,,,,
,,,CHANNEL,D1633,,,CHANNEL,D1833,,,WORD,D2033,,,BOOL,H61.15,,,BOOL,H71.15,,,BOOL,W61.15,,,BOOL,W71.15,,,BOOL,T103,,,,
,,,CHANNEL,D1634,,,CHANNEL,D1834,,,WORD,D2034,,,WORD,H62,,,WORD,H72,,,CHANNEL,W62,,,CHANNEL,W72,,,BOOL,T104,,,,
