,Дискретные выходы,,,,,NO/NC,,,,,Select,,,,,,Записываемые дискретные выходы,,,,
,,,,,,,,,,,,,,,,,,,,,
,RF,,,,,RF,,,,,RF,,,,,,,,,,
,,BOOL,W12.08,,,,BOOL,H12.08, (NO/NC),,,WORD,D240, (Select),,,,BOOL,112.08,,Y40
,,BOOL,W12.09,,,,BOOL,H12.09, (NO/NC),,,WORD,D241, (Select),,,,BOOL,112.09,,Y41
,,BOOL,W12.10,,,,BOOL,H12.10, (NO/NC),,,WORD,D242, (Select),,,,BOOL,112.10,,Y42
,,BOOL,W12.11,,,,BOOL,H12.11, (NO/NC),,,WORD,D243, (Select),,,,BOOL,112.11,,Y43
,,BOOL,W12.12,,,,BOOL,H12.12, (NO/NC),,,WORD,D244, (Select),,,,BOOL,112.12,,Y44
,,BOOL,W12.13,,,,BOOL,H12.13, (NO/NC),,,WORD,D245, (Select),,,,BOOL,112.13,,Y45
,,BOOL,W12.14,,,,BOOL,H12.14, (NO/NC),,,WORD,D246, (Select),,,,BOOL,112.14,,Y46
,,BOOL,W12.15,,,,BOOL,H12.15, (NO/NC),,,WORD,D247, (Select),,,,BOOL,112.15,,Y47
,,BOOL,W13.00,,NO / NC --->,,BOOL,H13.00, (NO/NC),Select --->,,WORD,D248, (Select),,D283,,BOOL,113.00,,Y48
,,BOOL,W13.01,,,,BOOL,H13.01, (NO/NC),,,WORD,D249, (Select),,,,BOOL,113.01,,Y49
,,BOOL,W13.02,,,,BOOL,H13.02, (NO/NC),,,WORD,D250, (Select),,,,BOOL,113.02,,Y50
,,BOOL,W13.03,,,,BOOL,H13.03, (NO/NC),,,WORD,D251, (Select),,,,BOOL,113.03,,Y51
,,BOOL,W13.04,,,,BOOL,H13.04, (NO/NC),,,WORD,D252, (Select),,,,BOOL,113.04,,Y52
,,BOOL,W13.05,,,,BOOL,H13.05, (NO/NC),,,WORD,D253, (Select),,,,BOOL,113.05,,Y53
,,BOOL,W13.06,,,,BOOL,H13.06, (NO/NC),,,WORD,D254, (Select),,,,BOOL,113.06,,Y54
,,BOOL,W13.07,,,,BOOL,H13.07, (NO/NC),,,WORD,D255, (Select),,,,BOOL,113.07,,Y55
,,BOOL,W13.08,,,,BOOL,H13.08, (NO/NC),,,WORD,D256, (Select),,,,BOOL,113.08,,Y56
,,BOOL,W13.09,,,,BOOL,H13.09, (NO/NC),,,WORD,D257, (Select),,,,BOOL,113.09,,Y57
,,BOOL,W13.10,,,,BOOL,H13.10, (NO/NC),,,WORD,D258, (Select),,,,BOOL,113.10,,Y58
,,BOOL,W13.11,,,,BOOL,H13.11, (NO/NC),,,WORD,D259, (Select),,,,BOOL,113.11,,Y59
,,BOOL,W13.12,,,,BOOL,H13.12, (NO/NC),,,WORD,D260, (Select),,,,BOOL,113.12,,Y60
,,BOOL,W13.13,,,,BOOL,H13.13, (NO/NC),,,WORD,D261, (Select),,,,BOOL,113.13,,Y61
,,BOOL,W13.14,,,,BOOL,H13.14, (NO/NC),,,WORD,D262, (Select),,,,BOOL,113.14,,Y62
,,BOOL,W13.15,,,,BOOL,H13.15, (NO/NC),,,WORD,D263, (Select),,,,BOOL,113.15,,Y63
,,BOOL,W14.00,,NO / NC --->,,BOOL,H14.00, (NO/NC),Select --->,,WORD,D264, (Select),,D284,,BOOL,114.00,,Y64
